Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count
4950,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaHCO3,2.5,DMF,26.6894943269646,4365961.5
4951,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,NaHCO3,2.5,DMF,27.5672004474569,4741604.0
4952,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaHCO3,2.5,DMF,26.2785245239158,6165292.0
4953,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,NaHCO3,2.5,DMF,21.650467872347,3844151.25
4954,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,NaHCO3,2.5,DMF,33.4609155851335,3354504.75
4955,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaHCO3,2.5,DMF,0.0,251866.265625
4956,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,,,NaHCO3,2.5,DMF,18.6299930968584,3012729.75
4957,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,Et3N,2.5,DMF,23.6057782794006,3423385.5
4958,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,Et3N,2.5,DMF,35.7227607380553,9754046.0
4959,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,Et3N,2.5,DMF,22.8976770969601,6202123.0
4960,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,Et3N,2.5,DMF,17.237635100333,3810524.5
4961,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,Et3N,2.5,DMF,20.1595188427504,2817517.5
4962,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,Et3N,2.5,DMF,21.2779240214026,3171060.0
4963,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,Et3N,2.5,DMF,0.0,701010.875
4964,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,Et3N,2.5,DMF,0.0,1725566.125
4965,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,Et3N,2.5,DMF,0.0,469796.5
4966,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,Et3N,2.5,DMF,0.0,872295.6875
4967,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,Et3N,2.5,DMF,0.0,47024.23046875
4968,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,,,Et3N,2.5,DMF,0.0,75215.078125
4969,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,CsF,2.5,DMF,0.0,1940164.5
4970,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,CsF,2.5,DMF,19.9171987310919,8983689.0
4971,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,CsF,2.5,DMF,28.8698295773023,7719338.5
4972,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,CsF,2.5,DMF,0.0,1767278.75
4973,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,CsF,2.5,DMF,18.3556458388311,7161919.0
4974,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,CsF,2.5,DMF,45.1118992997996,9669825.0
4975,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,CsF,2.5,DMF,21.0665035340973,5163302.0
4976,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,CsF,2.5,DMF,39.0312254489609,11002325.0
4977,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,CsF,2.5,DMF,16.2323565923565,3020594.0
4978,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,CsF,2.5,DMF,39.7103322328166,7459098.0
4979,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,CsF,2.5,DMF,0.0,432700.09375
4980,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,,,CsF,2.5,DMF,15.8202001792667,3093078.0
4981,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,K3PO4,2.5,DMF,28.1483162683852,6452414.5
4982,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,K3PO4,2.5,DMF,55.6097730349426,16818066.0
4983,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,K3PO4,2.5,DMF,39.6525312858064,10443045.0
4984,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,K3PO4,2.5,DMF,38.9182731785928,11553660.0
4985,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,K3PO4,2.5,DMF,43.0505557713552,11210546.0
4986,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,K3PO4,2.5,DMF,55.9745242720116,11062006.0
4987,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,K3PO4,2.5,DMF,47.4590268519888,12305712.0
4988,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,K3PO4,2.5,DMF,59.3040767356095,15764138.0
4989,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,K3PO4,2.5,DMF,44.397155007003,11545166.0
4990,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,K3PO4,2.5,DMF,29.0156217275374,3698116.25
4991,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,K3PO4,2.5,DMF,0.0,1126702.0
4992,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,,,K3PO4,2.5,DMF,43.6095708900787,12897571.0
4993,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,,2.5,MeOH,32.0836076734582,7182190.0
4994,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,,2.5,MeOH,36.1913904734168,8640696.0
4995,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,,2.5,MeOH,36.0678499438707,7755538.5
4996,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,,2.5,MeOH,24.7278318819857,4623540.0
4997,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,,2.5,MeOH,44.1656774760949,9396139.0
4998,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,,2.5,MeOH,39.5858049713457,8767409.0
4999,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,,2.5,MeOH,23.5972106658604,2481579.0
5000,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,,2.5,MeOH,22.310874112294,3778511.75
5001,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,,2.5,MeOH,24.1034426275582,2814950.75
5002,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,,2.5,MeOH,0.0,653998.0625
5003,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,,2.5,MeOH,0.0,326215.3125
5004,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,,,,2.5,MeOH,24.1312940506273,4587911.0
5005,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaOH,2.5,MeOH,59.7120039972868,12393547.0
5006,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaOH,2.5,MeOH,57.9934027132002,14194812.0
5007,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaOH,2.5,MeOH,57.6937055064357,12989713.0
5008,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaOH,2.5,MeOH,41.6320235046268,9928463.0
5009,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaOH,2.5,MeOH,73.8441999679272,16740090.0
5010,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaOH,2.5,MeOH,60.2526159862109,10631439.0
5011,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,NaOH,2.5,MeOH,59.6328103634999,12924276.0
5012,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaOH,2.5,MeOH,49.5531461089131,11141200.0
5013,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,NaOH,2.5,MeOH,67.7860989405092,14392013.0
5014,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,NaOH,2.5,MeOH,68.5807237251388,16916976.0
5015,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaOH,2.5,MeOH,33.8813881079206,6603691.0
5016,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,,,NaOH,2.5,MeOH,50.9364782312912,14591443.0
5017,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,KOH,2.5,MeOH,59.160858944156,12711668.0
5018,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,KOH,2.5,MeOH,64.5917821856057,15094433.0
5019,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,KOH,2.5,MeOH,55.8886751946386,12408649.0
5020,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,KOH,2.5,MeOH,50.7922188061246,11698236.0
5021,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,KOH,2.5,MeOH,72.3578202042961,17006206.0
5022,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,KOH,2.5,MeOH,55.5126819499755,9228732.0
5023,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,KOH,2.5,MeOH,56.9192968120574,12398315.0
5024,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,KOH,2.5,MeOH,55.6004216959361,12241132.0
5025,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,KOH,2.5,MeOH,62.1390799249698,14906445.0
5026,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,MeOH,51.2896388650289,10155950.0
5027,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,MeOH,32.323249694379,6862890.0
5028,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,,,KOH,2.5,MeOH,54.031851298399,16260001.0
5029,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,MeOH,26.2463780929874,6286978.5
5030,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,LiOtBu,2.5,MeOH,70.5022622417337,15088725.0
5031,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,MeOH,42.7147626976037,8531316.0
5032,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,LiOtBu,2.5,MeOH,42.8220528994178,8728661.0
5033,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,LiOtBu,2.5,MeOH,71.7092857565289,15269722.0
5034,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,LiOtBu,2.5,MeOH,46.4876388460594,5782907.0
5035,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,LiOtBu,2.5,MeOH,54.151199939502,9589358.0
5036,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,LiOtBu,2.5,MeOH,32.0646337425688,6034074.5
5037,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,LiOtBu,2.5,MeOH,75.3138954726551,15920435.0
5038,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,LiOtBu,2.5,MeOH,26.5964022886045,4813679.0
5039,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,LiOtBu,2.5,MeOH,22.2100733742875,2749829.25
5040,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,,,LiOtBu,2.5,MeOH,52.9787756301324,12510790.0
5041,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaHCO3,2.5,MeOH,45.2370031183737,9977857.0
5042,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaHCO3,2.5,MeOH,64.8112856537349,14618906.0
5043,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaHCO3,2.5,MeOH,30.560729677424,7606487.0
5044,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaHCO3,2.5,MeOH,27.4103749918428,5703282.0
5045,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaHCO3,2.5,MeOH,62.7491681635483,13633646.0
5046,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaHCO3,2.5,MeOH,31.1715802852824,4117582.0
5047,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,NaHCO3,2.5,MeOH,35.4340933407361,7651745.5
5048,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaHCO3,2.5,MeOH,24.1685685991425,5895659.0
5049,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,NaHCO3,2.5,MeOH,0.0,11074535.0
5050,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,NaHCO3,2.5,MeOH,0.0,1247738.625
5051,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaHCO3,2.5,MeOH,0.0,393973.125
5052,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,,,NaHCO3,2.5,MeOH,32.3285202769552,9921206.0
5053,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,Et3N,2.5,MeOH,50.0804885380743,10124797.0
5054,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,Et3N,2.5,MeOH,49.1017532871276,10794933.0
5055,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,Et3N,2.5,MeOH,37.79580499279,7583070.5
5056,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,Et3N,2.5,MeOH,29.7649100573591,5271589.5
5057,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,Et3N,2.5,MeOH,70.0685934087637,13719683.0
5058,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,Et3N,2.5,MeOH,44.5535342330147,5944771.5
5059,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,Et3N,2.5,MeOH,26.6574935945881,3407944.5
5060,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,Et3N,2.5,MeOH,28.7268002224517,4545321.0
5061,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,Et3N,2.5,MeOH,36.4617739024877,7584449.5
5062,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,Et3N,2.5,MeOH,0.0,1724956.25
5063,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,Et3N,2.5,MeOH,0.0,763240.375
5064,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,,,Et3N,2.5,MeOH,32.3149999273897,7039398.5
5065,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,CsF,2.5,MeOH,41.745600902935,9348058.0
5066,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,CsF,2.5,MeOH,46.1211762414897,10043650.0
5067,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,CsF,2.5,MeOH,44.9447629043515,10202594.0
5068,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,CsF,2.5,MeOH,28.5158469100382,5182617.0
5069,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,CsF,2.5,MeOH,56.9164688024597,13156546.0
5070,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,CsF,2.5,MeOH,42.9165452873925,6966835.0
5071,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,CsF,2.5,MeOH,29.4684004820384,4949464.0
5072,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,CsF,2.5,MeOH,27.6698023890861,5042006.0
5073,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,CsF,2.5,MeOH,30.9955219813284,6398721.5
5074,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,CsF,2.5,MeOH,0.0,734997.9375
5075,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,CsF,2.5,MeOH,0.0,1251984.25
5076,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,,,CsF,2.5,MeOH,30.1302306724253,6527668.5
5077,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,K3PO4,2.5,MeOH,55.8715910994218,13141983.0
5078,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,K3PO4,2.5,MeOH,64.9770982314504,14423276.0
