index,SMILES,InChIKey,pSat_Pa,ChemPot_kJmol,FreeEnergy_kJmol,HeatOfVap_kJmol,MW,NumOfAtoms,NumOfC,NumOfO,NumOfN,NumHBondDonors,NumOfConf,NumOfConfUsed,parentspecies,C=C (non-aromatic),C=C-C=O in non-aromatic ring,hydroxyl (alkyl),aldehyde,ketone,carboxylic acid,ester,ether (alicyclic),nitrate,nitro,aromatic hydroxyl,carbonylperoxynitrate,peroxide,hydroperoxide,carbonylperoxyacid,nitroester
122978,CC(=O)C1(O)OC1(N(=O)(=O))C(=O)C(O)C(=O),AZYLIQVGZCCMPY-UHFFFAOYSA-N,0.039048141,15.90886504,-2436073.58835368,93.77293768,233.01716618400002,23,7,8,1,2,59.0,4.0,toluene,0,0,2,1,2,0,0,1,0,1,0,0,0,0,0,0
122979,CC(=O)C1(O)OC1(N(=O)(=O))C(=O)C(O)C(=O)(OON(=O)(=O)),XMBJAMHPJFRZAD-UHFFFAOYSA-N,1.212,16.94913296,-3368323.5448219203,84.77876024000001,309.992073632,27,7,12,2,2,83.0,14.0,toluene,0,0,2,0,2,0,0,1,0,1,0,1,0,0,0,0
122982,CC(=O)C1(O)OC1(N(=O)(=O))C(=O)CC(=O)(O),OGZDEWZFNLAWKU-UHFFFAOYSA-N,0.00611709042,14.87206984,-2436204.1263504,102.3937768,233.01716618400002,23,7,8,1,2,57.0,14.0,toluene,0,0,1,0,2,1,0,1,0,1,0,0,0,0,0,0
122983,CC(=O)C1(O)OC1(N(=O)(=O))C(=O)CC(=O)(OO),NIEXSSVVZGLSHT-UHFFFAOYSA-N,2.166,15.33272824,-2633564.7843508003,79.12935608000001,249.01208080400002,24,7,9,1,2,80.0,16.0,toluene,0,0,1,0,2,0,0,1,0,1,0,0,0,0,1,0
122988,CC(=O)C1(O)OC1(N(=O)(=O))C(O)C(=O)(O),UJGSUJCDEOJPLR-UHFFFAOYSA-N,0.00842029286,11.98017272,-2336119.91282248,100.16449976,221.01716618400002,22,6,8,1,3,41.0,3.0,toluene,0,0,2,0,1,1,0,1,0,1,0,0,0,0,0,0
122990,CC(=O)C1(O)OC1(N(=O)(=O))C(O)C(=O)(OON(=O)(=O)),OPMJSSMTOKEZIM-UHFFFAOYSA-N,0.9358926320000001,17.22033984,-3070636.29990568,90.32180711999999,281.997159012,25,6,11,2,2,58.0,12.0,toluene,0,0,2,0,1,0,0,1,0,1,0,1,0,0,0,0
123000,CC(=O)C1(O)OC1(N(=O)(=O))C(ON(=O)(=O))C(O)C(=O)(O),QYXDSHWAOMCRLC-UHFFFAOYSA-N,0.000438365728,11.3340376,-3174149.6819265597,112.56290512,296.012809076,28,7,11,2,3,152.0,16.0,toluene,0,0,2,0,1,1,0,1,1,1,0,0,0,0,0,0
123005,CC(=O)C1(O)OC1(N(=O)(=O))C(OO),PKBKQHSVCWPDPV-UHFFFAOYSA-N,0.9031697809999999,13.8630564,-2038108.3939316801,81.59846,193.02225156400002,20,5,7,1,2,43.0,15.0,toluene,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
123008,CC(=O)C1(O)OC1(N(=O)(=O))C(OO)C(=O),SZMXPTCAHUMZOC-UHFFFAOYSA-N,0.149366771,15.212940320000003,-2335766.4208462406,87.12368304000002,221.01716618400002,22,6,8,1,2,59.0,7.0,toluene,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0
123010,CC(=O)C1(O)OC1(N(=O)(=O))C(OO)C(=O)(OO),WHOQCHWLFGDOIU-UHFFFAOYSA-N,0.000334975171,18.346588960000002,-2730825.3849776,104.6200832,253.00699542400002,24,6,10,1,3,96.0,4.0,toluene,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0
123013,CC(=O)C1(O)OC1(N(=O)(=O))C(OO)C(O)C(=O)(O),FTDLFAYATSUURZ-UHFFFAOYSA-N,7.01492891e-08,13.389176560000001,-2834365.8231692,140.57620768,267.022645488,27,7,10,1,4,319.0,9.0,toluene,0,0,2,0,1,1,0,1,0,1,0,0,0,1,0,0
123020,CC(=O)C1(O)OC1(N(=O)(=O))C=CC(=O)(O),FIXSYJRCHLPPQD-UHFFFAOYSA-N,0.0141274067,11.06274704,-2238570.92120928,98.21488128,217.02225156400002,22,7,7,1,2,17.0,6.0,toluene,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0
123024,CC(=O)C1(O)OC1(N(=O)(=O))CC(=O)(OO),KPKGGHQFDYYHKN-UHFFFAOYSA-N,0.007680284479999999,13.488755760000002,-2335883.1263716,102.2410608,221.01716618400002,22,6,8,1,2,25.0,3.0,toluene,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0
123035,CC(=O)C1(O)OC1(O)C(O)(N(=O)(=O))C(=O),UYMSJZZLRRFHRZ-UHFFFAOYSA-N,0.00458961282,20.494236160000003,-2336039.12852704,84.43722032,221.01716618400002,22,6,8,1,3,51.0,5.0,toluene,0,0,3,1,1,0,0,1,0,1,0,0,0,0,0,0
123047,CC(=O)C1(O)OC1(O)CC(=O),GOHOIEGLTXJWPJ-UHFFFAOYSA-N,0.0404881967,14.893617440000002,-1601204.77777808,83.24377616000001,160.037173356,19,6,5,0,2,21.0,15.0,toluene,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0
123051,CC(=O)C1(O)OC1(ON(=O)(=O))C(=O),PNUHBSNZFYUDIZ-UHFFFAOYSA-N,8494.287,14.64571544,-2035053.81063256,52.778314879999996,191.00660150000002,18,5,7,1,1,6.0,1.0,toluene,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
123067,CC(=O)C1(O)OC1(ON(=O)(=O))C(O)C(=O)(OON(=O)(=O)),UHQUJAMNZXWRMP-UHFFFAOYSA-N,4.108,10.29125928,-3268169.21523624,84.87252368000001,297.992073632,26,6,12,2,2,86.0,20.0,toluene,0,0,2,0,1,0,0,1,1,0,0,1,0,0,0,0
123068,CC(=O)C1(O)OC1(ON(=O)(=O))C(O)C(ON(=O)(=O))C(=O),YSTQIYCTHFMDEP-UHFFFAOYSA-N,0.00022999616799999998,10.40631928,-3173977.72266456,117.75244584000001,296.012809076,28,7,11,2,2,192.0,40.0,toluene,0,0,2,1,1,0,0,1,2,0,0,0,0,0,0,0
123072,CC(=O)C1(O)OC1(ON(=O)(=O))C(O)C(OO)C(=O)(OON(=O)(=O)),XTQWXONWOVXKGI-UHFFFAOYSA-N,0.006870320140000001,10.40765816,-3766420.72398416,108.06163240000001,343.9975529359999,31,7,14,2,3,581.0,40.0,toluene,0,0,2,0,1,0,0,1,1,0,0,1,0,1,0,0
123088,CC(=O)C1(O)OC1(ON(=O)(=O))C=CC(=O)(O),IKUSDVWUELUCJZ-UHFFFAOYSA-N,0.673561189,8.05424184,-2436090.77852688,93.01119864,233.01716618400002,23,7,8,1,2,56.0,11.0,toluene,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
123089,CC(=O)C1(O)OC1(ON(=O)(=O))C=CC(=O)(OO),YVCGZFOAKVDZRF-UHFFFAOYSA-N,1.35789179e-05,8.954303920000001,-2633444.38301456,125.07122416000001,249.01208080400002,24,7,9,1,2,18.0,1.0,toluene,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
123099,CC(=O)C1(O)OC1(OO)C(=O)C(=O)(O),CZIHFDPBCYLTIK-UHFFFAOYSA-N,3.0324170000000005e-05,11.635327440000001,-2190662.4337184,119.97155576000002,206.00626715200002,20,6,8,0,3,74.0,9.0,toluene,0,0,1,0,2,1,0,1,0,0,0,0,0,1,0,0
123101,CC(=O)C1(O)OC1(OO)C(=O)C(=O)(OON(=O)(=O)),OUMVWQACIICDHZ-UHFFFAOYSA-N,0.0217811597,14.804791120000003,-2925185.5183396,96.19714728000001,266.98625998000006,23,6,11,1,2,60.0,22.0,toluene,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0
123103,CC(=O)C1(O)OC1(OO)C(=O)C(O)C(=O),NYKIFRXBHARQPM-UHFFFAOYSA-N,2.0916417300000003e-05,11.952642,-2293838.14267208,124.45107168000001,220.02191721600002,23,7,8,0,3,158.0,3.0,toluene,0,0,2,1,2,0,0,1,0,0,0,0,0,1,0,0
123107,CC(=O)C1(O)OC1(OO)C(=O)C(ON(=O)(=O))C(=O)(OON(=O)(=O)),WNIXPFAEGPGLHP-UHFFFAOYSA-N,0.004053054329999999,12.98621552,-3763235.6976232803,104.27548895999999,341.9819028719999,29,7,14,2,2,190.0,40.0,toluene,0,0,1,0,2,0,0,1,1,0,0,1,0,1,0,0
123117,CC(=O)C1(O)OC1(OO)C(O)C(=O)(O),RKNCAFXPQDDLCO-UHFFFAOYSA-N,4.76582337e-06,5.87337368,-2193861.78735048,128.32311263999998,208.02191721600002,22,6,8,0,4,137.0,5.0,toluene,0,0,2,0,1,1,0,1,0,0,0,0,0,1,0,0
123121,CC(=O)C1(O)OC1(OO)C(O)C(ON(=O)(=O))C(=O)(OON(=O)(=O)),XGVJRPZYHYBEEN-UHFFFAOYSA-N,0.0337043577,13.37817264,-3766422.91660936,113.60869591999999,343.9975529359999,31,7,14,2,3,278.0,6.0,toluene,0,0,2,0,1,0,0,1,1,0,0,1,0,1,0,0
123124,CC(=O)C1(O)OC1(OO)C(ON(=O)(=O)),RVZIXBSVGKXTOR-UHFFFAOYSA-N,6.888999999999999,11.88921256,-2235649.4942122404,80.90086168,209.01716618400002,21,5,8,1,2,66.0,15.0,toluene,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0
123125,CC(=O)C1(O)OC1(OO)C(ON(=O)(=O))C(=O),AUIHYKYACSBCMQ-UHFFFAOYSA-N,0.256499375,11.3995172,-2533316.35484784,93.70532424000001,237.01208080400002,23,6,9,1,2,86.0,21.0,toluene,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0
123147,CC(=O)C1(O)OC1(OO)CC(=O)(O),YXDRIVMPBZLQAW-UHFFFAOYSA-N,0.007582174409999999,5.96906176,-1996281.3708587203,103.20133064000001,192.02700259600002,21,6,7,0,3,117.0,13.0,toluene,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0
123153,CC(=O)C1(O)OC1C(=O)C(=O)(O),OXQJIPKTXMLEBU-UHFFFAOYSA-N,0.179252697,13.07989528,-1795662.9962755202,86.67218760000002,174.01643791200001,18,6,6,0,2,17.0,4.0,toluene,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0
123157,CC(=O)C1(O)OC1C(=O)C(=O)C(=O)(OO),ZYFPPCSCHPLEBQ-UHFFFAOYSA-N,0.00034695797000000003,13.96748904,-2290700.6191878403,109.308046,218.00626715200002,21,7,8,0,2,43.0,23.0,toluene,0,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0
123160,CC(=O)C1(O)OC1C(=O)C(N(=O)(=O))C(=O),XTMNMONIWVCSHY-UHFFFAOYSA-N,0.12398993699999998,17.8556384,-2238487.67676368,86.44047768000001,217.02225156400002,22,7,7,1,1,34.0,8.0,toluene,0,0,1,1,2,0,0,1,0,1,0,0,0,0,0,0
123163,CC(=O)C1(O)OC1C(=O)C(N(=O)(=O))C(=O)(OON(=O)(=O)),XREFWRQHBCVZPH-UHFFFAOYSA-N,0.06417623219999999,17.51614864,-3170714.3602758404,89.92478736,293.997159012,26,7,11,2,1,44.0,12.0,toluene,0,0,1,0,2,0,0,1,0,1,0,1,0,0,0,0
123165,CC(=O)C1(O)OC1C(=O)C(O)C(=O)(O),ZICNUYAPQOSUNO-UHFFFAOYSA-N,6.86946111e-06,10.959109360000001,-2096551.4145291203,128.98255288000001,204.02700259600002,22,7,7,0,3,56.0,1.0,toluene,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0
123171,CC(=O)C1(O)OC1C(=O)C(ON(=O)(=O))C(=O)(OON(=O)(=O)),CSBDDOHUAIYQMF-UHFFFAOYSA-N,0.0399222811,13.586912400000001,-3368247.2103778403,94.89868472,309.992073632,27,7,12,2,1,76.0,40.0,toluene,0,0,1,0,2,0,0,1,1,0,0,1,0,0,0,0
123173,CC(=O)C1(O)OC1C(=O)C(OO)C(=O),MPNXHZZJQBNNGK-UHFFFAOYSA-N,0.00393197916,14.129702720000001,-2096216.4329036002,101.4628368,204.02700259600002,22,7,7,0,2,88.0,9.0,toluene,0,0,1,1,2,0,0,1,0,0,0,0,0,1,0,0
123179,CC(=O)C1(O)OC1C(O)(O)C(=O),FHZGFCXXLHOAPV-UHFFFAOYSA-N,0.008664620829999999,8.511929600000002,-1798777.2747946403,96.96499496000001,176.032087976,20,6,6,0,3,43.0,2.0,toluene,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0
123187,CC(=O)C1(O)OC1C(O)C(ON(=O)(=O))C(=O),BQQHGYDRZSXRQE-UHFFFAOYSA-N,4.58957299e-05,11.04161784,-2439205.73376616,120.38192248,235.03281624800002,25,7,8,1,2,164.0,40.0,toluene,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0
123195,CC(=O)C1(O)OC1C(ON(=O)(=O)),FYLSOKOMTAGENS-UHFFFAOYSA-N,42.458,12.71848136,-1840653.0128072,66.11435464,177.027336944,19,5,6,1,1,15.0,7.0,toluene,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
123196,CC(=O)C1(O)OC1C(ON(=O)(=O))C(=O),JQFYRZLOFXDDKJ-UHFFFAOYSA-N,0.0636447098,14.151292160000002,-2138318.4729743204,85.96471504,205.02225156400002,21,6,7,1,1,26.0,20.0,toluene,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
123206,CC(=O)C1(O)OC1C(ON(=O)(=O))C(O)C(=O)(OON(=O)(=O)),DHFIRHWRRDOYBS-UHFFFAOYSA-N,0.00021651206400000002,10.54183904,-3371443.43483816,119.2203604,312.00772369599997,29,7,12,2,2,126.0,28.0,toluene,0,0,2,0,1,0,0,1,1,0,0,1,0,0,0,0
123208,CC(=O)C1(O)OC1C(ON(=O)(=O))C(ON(=O)(=O))C(=O)(OO),ZFNGCOIMQBTFGD-UHFFFAOYSA-N,2.16043473e-05,15.982377920000003,-3371425.5991574405,117.50341416000002,312.00772369599997,29,7,12,2,2,111.0,28.0,toluene,0,0,1,0,1,0,0,1,2,0,0,0,0,0,1,0
123214,CC(=O)C1(O)OC1C(OO)=CC(=O),DTPKPFLQBUTNEF-UHFFFAOYSA-N,4.56304036e-08,2.5090192800000004,-1898625.1534089597,139.99141,188.032087976,21,7,6,0,2,46.0,20.0,toluene,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0
123224,CC(=O)C1(O)OC1C(OO)C(O)C(=O)(OON(=O)(=O)),XLDLURFDHRXLLX-UHFFFAOYSA-N,2.1358677500000003e-06,12.26865952,-3031654.4817679203,135.60097144000002,283.017560108,28,7,11,1,3,280.0,22.0,toluene,0,0,2,0,1,0,0,1,0,0,0,1,0,1,0,0
123226,CC(=O)C1(O)OC1C(OO)C(ON(=O)(=O))C(=O)(OO),OWDCAKOXPZNRNR-UHFFFAOYSA-N,1.9967080800000002e-05,11.23019072,-3031638.3601883203,124.38567576000001,283.017560108,28,7,11,1,3,144.0,12.0,toluene,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0
123229,CC(=O)C1(O)OC1C=C(N(=O)(=O))C(=O)(OO),KDQSZWVRBIDQIV-UHFFFAOYSA-N,0.00163572449,12.1162364,-2435914.69195808,100.25399552,233.01716618400002,23,7,8,1,2,28.0,6.0,toluene,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0
123255,CC(=O)C1(O)OOC(O)(C1(O))C(=O)(OO),UJGSHPIGDATYGU-UHFFFAOYSA-N,8.51856062e-07,19.08556704,-2391319.74360144,152.71821752,224.01683183600002,23,6,9,0,4,30.0,1.0,toluene,0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0
123256,CC(=O)C1(O)OOC(O)(C1(O))C(=O)(OON(=O)(=O)),VICUHRYIQUKSSU-UHFFFAOYSA-N,0.05974294,13.472019760000002,-2928475.12938704,100.875194,269.00191004400006,25,6,11,1,3,61.0,5.0,toluene,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0,0
123258,CC(=O)C1(O)OOC(O)(C1(O))C(N(=O)(=O))(ON(=O)(=O))C(=O),RSHABKZIHAFTBD-UHFFFAOYSA-N,1.87122779e-10,6.870295360000001,-3371488.50718736,165.02461671999998,312.00772369599997,29,7,12,2,3,237.0,2.0,toluene,0,0,3,1,1,0,0,0,1,1,0,0,1,0,0,0
123263,CC(=O)C1(O)OOC(ON(=O)(=O))(C1(=O))C(=O),AOQBUZZVSYMTDM-UHFFFAOYSA-N,0.03901268510000001,12.79668032,-2530175.56336672,89.05798808,234.99643074000002,21,6,9,1,1,7.0,4.0,toluene,0,0,1,1,2,0,0,0,1,0,0,0,1,0,0,0
123276,CC(=O)C1(O)OOC(OO)(C1(=O))C(=O),RBHJZAOOSLEJII-UHFFFAOYSA-N,1.064,13.98573128,-2190396.63545336,77.92716736,206.00626715200002,20,6,8,0,2,17.0,8.0,toluene,0,0,1,1,2,0,0,0,0,0,0,0,1,1,0,0
123309,CC(=O)C1(ON(=O)(=O))C(ON(=O)(=O))C(OO)C1(C)C,QNASPWVEUWIDLI-UHFFFAOYSA-N,0.029650186399999997,8.03963968,-2885041.2125792,92.43091968000002,280.054279964,31,8,9,2,1,18.0,15.0,apin,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0
123319,CC(=O)C1(ON(=O)(=O))C(OO)C(ON(=O)(=O))C1(C)C,WXFXKBXVYIIDTM-UHFFFAOYSA-N,0.00887730961,8.31344064,-2885045.0224040803,97.79363616,280.054279964,31,8,9,2,1,25.0,14.0,apin,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0
123327,CC(=O)C1(ON(=O)(=O))C(OO)CC1(C)C,XXAKOSXGECEHOY-UHFFFAOYSA-N,0.103798466,7.5090666399999995,-2150260.40230256,83.52284896,219.074287136,28,8,6,1,1,21.0,16.0,apin,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
123350,CC(=O)C1(ON(=O)(=O))CC(ON(=O)(=O))(C)C1(OO)C,MZCNUJIKIGISAN-UHFFFAOYSA-N,0.026945786800000003,6.212235840000001,-2885052.51653384,93.64072328000002,280.054279964,31,8,9,2,1,27.0,19.0,apin,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0
123367,CC(=O)C1(ON(=O)(=O))CC(OO)(C(=O)(O))C1(C)C,TWVQLLDVKSOGAG-UHFFFAOYSA-N,5.65812223e-05,6.95640208,-2645657.07396152,116.64167752,263.064116376,31,9,8,1,2,38.0,16.0,apin,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
123369,CC(=O)C1(ON(=O)(=O))CC(OO)(C(=O)(OON(=O)(=O)))C1(C)C,QKVONZOEXXURTI-UHFFFAOYSA-N,0.0142926099,5.29121192,-3380186.7388850404,96.30714464000002,324.044109204,34,9,11,2,1,53.0,38.0,apin,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
123370,CC(=O)C1(ON(=O)(=O))CC(OO)(C(=O)(OON(=O)(=O)))C1(C)C(OO),ZBORFFGNFQYGKG-UHFFFAOYSA-N,0.00021265470400000003,8.08185624,-3775154.0516596,116.16465968000001,356.03393844399994,36,9,13,2,2,198.0,40.0,apin,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0
123371,CC(=O)C1(ON(=O)(=O))CC(OO)(C(=O))C1(C)C,GXUDTSDBLXJXBO-UHFFFAOYSA-N,0.0047061926,8.38561464,-2447946.1805176004,97.07846504000001,247.069201756,30,9,7,1,1,21.0,10.0,apin,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
123372,CC(=O)C1(ON(=O)(=O))CC(OO)(C(=O))C1(C)C(ON(=O)(=O)),WAOSRSWCIBCGAC-UHFFFAOYSA-N,0.00115880362,8.607868719999999,-3182714.99091488,106.73112040000001,308.04919458399996,33,9,10,2,1,60.0,36.0,apin,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0
123375,CC(=O)C1(ON(=O)(=O))CC(OO)(C(ON(=O)(=O)))C1(C)C(=O),ZVJDIZJTKDKBES-UHFFFAOYSA-N,0.000430417433,12.070547119999999,-3182717.63913584,108.55237376000001,308.04919458399996,33,9,10,2,1,104.0,40.0,apin,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0
123378,CC(=O)C1(ON(=O)(=O))CC(OO)(C(OO))C1(C)C(=O),CWHIJRWSQVWELF-UHFFFAOYSA-N,6.65724494e-05,7.201082400000001,-2842922.70223432,116.81313784,279.05903099600005,32,9,9,1,2,182.0,40.0,apin,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0
123386,CC(=O)C1(ON(=O)(=O))CC(OO)(C1(C)C)C(O)C(=O)(OON(=O)(=O)),PRUXNFZUBDBBEK-UHFFFAOYSA-N,0.00129495319,6.527081840000001,-3681060.1677076,110.43601056000001,354.0546738879999,38,10,12,2,2,167.0,38.0,apin,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
123394,CC(=O)C1(ON(=O)(=O))CC(OO)(C1(C)C)CC(=O)(O),REOADBCQJKMMIH-UHFFFAOYSA-N,4.81705993e-06,7.66625952,-2748940.3813788,122.26150080000001,277.07976644,34,10,8,1,2,150.0,40.0,apin,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
123403,CC(=O)C1(ON(=O)(=O))CC(OO)(CC(=O)(O))C1(C)C(ON(=O)(=O)),PAKSQBAJBXOVGS-UHFFFAOYSA-N,8.45030157e-07,7.867049680000001,-3483712.17818976,133.86176632000002,338.05975926799994,37,10,11,2,2,265.0,40.0,apin,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0
123409,CC(=O)C1(ON(=O)(=O))CC(OO)C1(O)C,DMDFLBIVKHOBLC-UHFFFAOYSA-N,0.00290537837,8.858532160000001,-2244616.1352838404,101.33572688000001,221.053551692,26,7,7,1,2,36.0,28.0,apin,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
123412,CC(=O)C1(ON(=O)(=O))CC(OO)CC(=O)C1(O)C,UDVVTNWUGAQNDR-UHFFFAOYSA-N,1.4708840900000003e-05,7.96206832,-2645644.3400830403,121.28918103999999,263.064116376,31,9,8,1,2,65.0,20.0,apin,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0
123413,CC(=O)C1(ON(=O)(=O))CC(OO)CC(=O)C1(OO)C,JEVKSUAKQMKEQE-UHFFFAOYSA-N,5.23729241e-06,7.420700560000001,-2843015.2823554403,125.19904536000001,279.05903099600005,32,9,9,1,2,97.0,40.0,apin,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0
123417,CC(=O)C1(ON(=O)(=O))OC1(N(=O)(=O))C(=O)C(O)C(=O)(O),OMDITWOPSXVKSQ-UHFFFAOYSA-N,0.007130786840000001,13.35775472,-3170934.31056176,103.10710696000001,293.997159012,26,7,11,2,2,78.0,14.0,toluene,0,0,1,0,2,1,0,1,1,1,0,0,0,0,0,0
123418,CC(=O)C1(ON(=O)(=O))OC1(N(=O)(=O))C(=O)C(O)C(=O)(OO),NMWXGLKPWJTFIY-UHFFFAOYSA-N,0.0007678495900000001,16.902062960000002,-3368282.52321232,112.75331896000002,309.992073632,27,7,12,2,2,72.0,12.0,toluene,0,0,1,0,2,0,0,1,1,1,0,0,0,0,1,0
123435,CC(=O)C1(ON(=O)(=O))OC1(ON(=O)(=O))C(OO)C(=O)(O),JMRQCTXGCHVYPO-UHFFFAOYSA-N,0.00040127928399999994,11.12446104,-3268152.7403178406,113.28887096000001,297.992073632,26,6,12,2,2,193.0,34.0,toluene,0,0,0,0,1,1,0,1,2,0,0,0,0,1,0,0
123461,CC(=O)C1(ON(=O)(=O))OC1C(=O)C(=O)(O),PJZSJYFEGDQHEZ-UHFFFAOYSA-N,0.0105499257,15.248588,-2332813.1280449596,95.01533464000002,219.00151612000002,20,6,8,1,1,14.0,6.0,toluene,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0
123465,CC(=O)C1(ON(=O)(=O))OC1C(=O)C(=O)C(=O)(OON(=O)(=O)),QESWXYLFKHXDQH-UHFFFAOYSA-N,0.169349897,15.4732688,-3365007.6431920803,84.66114800000001,307.976423568,25,7,12,2,0,22.0,22.0,toluene,0,0,0,0,3,0,0,1,1,0,0,1,0,0,0,0
123481,CC(=O)C1(ON(=O)(=O))OC1C(O)C(O)C(=O)(OO),QSCFPADERWPIKP-UHFFFAOYSA-N,1.65497114e-06,9.67106496,-2834257.80555248,135.96832664,267.022645488,27,7,10,1,3,142.0,3.0,toluene,0,0,2,0,1,0,0,1,1,0,0,0,0,0,1,0
123486,CC(=O)C1(ON(=O)(=O))OC1C(ON(=O)(=O))C(=O)C(=O)(O),AGBUVMSCGXWTLL-UHFFFAOYSA-N,0.0023513666399999997,12.9231208,-3170856.05670768,104.9686104,293.997159012,26,7,11,2,1,85.0,40.0,toluene,0,0,0,0,2,1,0,1,2,0,0,0,0,0,0,0
123488,CC(=O)C1(ON(=O)(=O))OC1C(ON(=O)(=O))C(O)C(=O)(O),XFQAIHXDCKFHKU-UHFFFAOYSA-N,8.266569440000001e-05,10.3443124,-3174066.8128276,120.94303872,296.012809076,28,7,11,2,2,139.0,31.0,toluene,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0
123495,CC(=O)C1(ON(=O)(=O))OC1C(OO)C(O)C(=O),CDZYNCMDNHRVPT-UHFFFAOYSA-N,7.92094948e-05,8.96501496,-2636569.0627903203,120.07490056000002,251.02773086800002,26,7,9,1,2,249.0,40.0,toluene,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0
123497,CC(=O)C1(ON(=O)(=O))OC1C(OO)C(O)C(=O)(OON(=O)(=O)),IRHKTHYGNQTJGI-UHFFFAOYSA-N,0.00152178829,12.12803528,-3568809.96328344,112.29429232,328.00263831599995,30,7,13,2,2,270.0,40.0,toluene,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0
123502,CC(=O)C1(ON(=O)(=O))OOC(ON(=O)(=O))(C(OO))C(=O)C1,RLLSBXIEWJWGSS-UHFFFAOYSA-N,0.005474610479999999,13.643772960000002,-3371216.5067280796,96.90512192,312.00772369599997,29,7,12,2,1,169.0,40.0,apin,0,0,0,0,2,0,0,0,2,0,0,0,1,1,0,0
123514,CC(=O)C1(ON(=O)(=O))OOC(OO)(C1(=O))C(=O)C(=O),VHPXUBQIHXFKLG-UHFFFAOYSA-N,0.0179899414,13.47294024,-3025214.2278021597,95.14428552,278.98625998000006,24,7,11,1,1,11.0,7.0,toluene,0,0,0,1,3,0,0,0,1,0,0,0,1,1,0,0
123519,CC(=O)C1(ON(=O)(=O))OOC(OO)(C1(=O))CC(=O)(O),AORCKVFGIRYZQY-UHFFFAOYSA-N,0.00525188804,13.15608592,-3028544.72054624,97.87242088,281.001910044,26,7,11,1,2,56.0,6.0,toluene,0,0,0,0,2,1,0,0,1,0,0,0,1,1,0,0
123523,CC(=O)C1(ON(=O)(=O))OOC(OO)(C1(O))C(=O)(OON(=O)(=O)),XRGCOSGNRQORHI-UHFFFAOYSA-N,0.00475633342,12.209497760000001,-3663001.6542604,104.65476856,329.981902872,28,6,14,2,2,102.0,28.0,toluene,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0
123528,CC(=O)C1(OO)C(=O)CC1(C)C,WGJFBUIKFYYHDO-UHFFFAOYSA-N,3.665,11.1982668,-1609906.02120264,69.10553808,172.073558864,24,8,4,0,1,12.0,7.0,apin,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
