Num,Volume,Overall_surface,Fast_dis,Radius,Lengh_X,Lengh_Y,Lengh_Z,Mulliken,Hardness,Ele_ind,Softness,Nuc_ind,Dipole X,Dipole Y,Dipole Z,Dipole Tot,HOMO(a.u.),HOMO(eV),LUMO(a.u.),LUMO(eV),gap(a.u.),gap(eV),Cavity surface area,Cavity volume,1_Ele,2_Ele,3_Ele,4_Ele,5_Ele,1_Nuc,2_Nuc,3_Nuc,4_Nuc,5_Nuc,1_Population,1_Net charge,1_Effective V,1_polarizabilities,1_Isotropic,1_Anisotropy,2_Population,2_Net charge,2_Effective V,2_polarizabilities,2_Isotropic,2_Anisotropy,3_Population,3_Net charge,3_Effective V,3_polarizabilities,3_Isotropic,3_Anisotropy,4_Population,4_Net charge,4_Effective V,4_polarizabilities,4_Isotropic,4_Anisotropy,5_Population,5_Net charge,5_Effective V,5_polarizabilities,5_Isotropic,5_Anisotropy,1_NBO,2_NBO,3_NBO,4_NBO,5_NBO,Volume (right),Overall_surface (right),Fast_dis (right),Radius (right),Lengh_X (right),Lengh_Y (right),Lengh_Z (right),Mulliken (right),Hardness (right),Ele_ind (right),Softness (right),Nuc_ind (right),Dipole X (right),Dipole Y (right),Dipole Z (right),Dipole Tot (right),HOMO(a.u.) (right),HOMO(eV) (right),LUMO(a.u.) (right),LUMO(eV) (right),gap(a.u.) (right),gap(eV) (right),Temp (K),∆∆G (Kcal/mol)
5886,3368.78366,1661.78123,15.432,8.916,17.793,11.506,8.381,0.123739,0.278431,0.027496,3.591556,0.124127,2.7532,8.2968,-3.7395,9.5079,-0.21107,-5.743494,-0.032943,-0.896433,0.178126,4.847061,505.862,507.271,0.01789,0.00412,0.00407,0.00682,0.03322,0.07839,0.06318,0.03249,0.0485,0.29071,5.4337201,0.5662799,30.375,11.373,34.7083,72.9022,8.56280571,-0.56280571,19.934,5.305,148.4118,141.6298,5.97422557,0.02577443,29.55,11.064,106.3739,60.8161,6.0876813,-0.0876813,29.943,11.211,114.2648,47.5038,7.48311252,-0.48311252,24.805,7.282,49.1275,219.2669,0.60548,-0.54079,-0.11945,-0.10605,-0.52607,1671.66596,910.76657,9.2,5.975,11.349,9.438,7.756,0.12572,0.293518,0.026924,3.406945,0.126104,-3.0105,-2.7293,1.344,4.28,-0.209095,-5.689767,-0.041504,-1.129374,0.167591,4.560393,263.15,2.40290955891646
5887,3368.78366,1661.78123,15.432,8.916,17.793,11.506,8.381,0.123739,0.278431,0.027496,3.591556,0.124127,2.7532,8.2968,-3.7395,9.5079,-0.21107,-5.743494,-0.032943,-0.896433,0.178126,4.847061,505.862,507.271,0.01789,0.00412,0.00407,0.00682,0.03322,0.07839,0.06318,0.03249,0.0485,0.29071,5.4337201,0.5662799,30.375,11.373,34.7083,72.9022,8.56280571,-0.56280571,19.934,5.305,148.4118,141.6298,5.97422557,0.02577443,29.55,11.064,106.3739,60.8161,6.0876813,-0.0876813,29.943,11.211,114.2648,47.5038,7.48311252,-0.48311252,24.805,7.282,49.1275,219.2669,0.60548,-0.54079,-0.11945,-0.10605,-0.52607,1869.34564,984.62427,10.586,6.493,12.793,8.292,7.428,0.114263,0.282646,0.023096,3.537999,0.13388,1.3496,-1.2309,-0.4688,1.8858,-0.201318,-5.478137,-0.033699,-0.917006,0.167618,4.56113,263.15,1.20986082376248
5888,3368.78366,1661.78123,15.432,8.916,17.793,11.506,8.381,0.123739,0.278431,0.027496,3.591556,0.124127,2.7532,8.2968,-3.7395,9.5079,-0.21107,-5.743494,-0.032943,-0.896433,0.178126,4.847061,505.862,507.271,0.01789,0.00412,0.00407,0.00682,0.03322,0.07839,0.06318,0.03249,0.0485,0.29071,5.4337201,0.5662799,30.375,11.373,34.7083,72.9022,8.56280571,-0.56280571,19.934,5.305,148.4118,141.6298,5.97422557,0.02577443,29.55,11.064,106.3739,60.8161,6.0876813,-0.0876813,29.943,11.211,114.2648,47.5038,7.48311252,-0.48311252,24.805,7.282,49.1275,219.2669,0.60548,-0.54079,-0.11945,-0.10605,-0.52607,1869.5327,986.62737,10.272,6.336,12.288,9.317,7.53,0.114225,0.278355,0.023437,3.592536,0.137575,1.4485,-0.5927,-2.6202,3.052,-0.197623,-5.377583,-0.032887,-0.894905,0.164735,4.482678,263.15,1.81774383301395
5889,3368.78366,1661.78123,15.432,8.916,17.793,11.506,8.381,0.123739,0.278431,0.027496,3.591556,0.124127,2.7532,8.2968,-3.7395,9.5079,-0.21107,-5.743494,-0.032943,-0.896433,0.178126,4.847061,505.862,507.271,0.01789,0.00412,0.00407,0.00682,0.03322,0.07839,0.06318,0.03249,0.0485,0.29071,5.4337201,0.5662799,30.375,11.373,34.7083,72.9022,8.56280571,-0.56280571,19.934,5.305,148.4118,141.6298,5.97422557,0.02577443,29.55,11.064,106.3739,60.8161,6.0876813,-0.0876813,29.943,11.211,114.2648,47.5038,7.48311252,-0.48311252,24.805,7.282,49.1275,219.2669,0.60548,-0.54079,-0.11945,-0.10605,-0.52607,1488.60034,806.86536,7.643,5.322,10.14,9.175,7.25,0.107035,0.311202,0.018407,3.213344,0.133509,1.9135,0.992,-1.1931,2.4635,-0.201688,-5.48822,-0.01113,-0.302861,0.190558,5.185359,263.15,1.53972492545064
5890,3368.78366,1661.78123,15.432,8.916,17.793,11.506,8.381,0.123739,0.278431,0.027496,3.591556,0.124127,2.7532,8.2968,-3.7395,9.5079,-0.21107,-5.743494,-0.032943,-0.896433,0.178126,4.847061,505.862,507.271,0.01789,0.00412,0.00407,0.00682,0.03322,0.07839,0.06318,0.03249,0.0485,0.29071,5.4337201,0.5662799,30.375,11.373,34.7083,72.9022,8.56280571,-0.56280571,19.934,5.305,148.4118,141.6298,5.97422557,0.02577443,29.55,11.064,106.3739,60.8161,6.0876813,-0.0876813,29.943,11.211,114.2648,47.5038,7.48311252,-0.48311252,24.805,7.282,49.1275,219.2669,0.60548,-0.54079,-0.11945,-0.10605,-0.52607,1757.54437,939.10785,10.336,6.368,12.541,8.974,7.376,0.09909,0.307149,0.015984,3.255754,0.144782,0.9424,0.6558,-3.4519,3.6378,-0.190416,-5.181474,-0.000217,-0.005899,0.190199,5.175575,263.15,1.81774383301395
5891,3368.78366,1661.78123,15.432,8.916,17.793,11.506,8.381,0.123739,0.278431,0.027496,3.591556,0.124127,2.7532,8.2968,-3.7395,9.5079,-0.21107,-5.743494,-0.032943,-0.896433,0.178126,4.847061,505.862,507.271,0.01789,0.00412,0.00407,0.00682,0.03322,0.07839,0.06318,0.03249,0.0485,0.29071,5.4337201,0.5662799,30.375,11.373,34.7083,72.9022,8.56280571,-0.56280571,19.934,5.305,148.4118,141.6298,5.97422557,0.02577443,29.55,11.064,106.3739,60.8161,6.0876813,-0.0876813,29.943,11.211,114.2648,47.5038,7.48311252,-0.48311252,24.805,7.282,49.1275,219.2669,0.60548,-0.54079,-0.11945,-0.10605,-0.52607,2246.18756,1191.84785,11.972,7.461,14.821,9.874,7.254,0.112713,0.301637,0.021059,3.315249,0.12725,2.3186,0.7075,1.1292,2.6742,-0.207947,-5.65852,-0.015102,-0.410941,0.192845,5.247578,263.15,1.31375097835478
5892,3368.78366,1661.78123,15.432,8.916,17.793,11.506,8.381,0.123739,0.278431,0.027496,3.591556,0.124127,2.7532,8.2968,-3.7395,9.5079,-0.21107,-5.743494,-0.032943,-0.896433,0.178126,4.847061,505.862,507.271,0.01789,0.00412,0.00407,0.00682,0.03322,0.07839,0.06318,0.03249,0.0485,0.29071,5.4337201,0.5662799,30.375,11.373,34.7083,72.9022,8.56280571,-0.56280571,19.934,5.305,148.4118,141.6298,5.97422557,0.02577443,29.55,11.064,106.3739,60.8161,6.0876813,-0.0876813,29.943,11.211,114.2648,47.5038,7.48311252,-0.48311252,24.805,7.282,49.1275,219.2669,0.60548,-0.54079,-0.11945,-0.10605,-0.52607,2111.44159,1115.64472,12.433,7.692,14.98,9.184,7.128,0.105337,0.297503,0.018648,3.361312,0.137249,-5.3436,-1.2128,-0.6922,5.523,-0.197948,-5.38643,-0.009689,-0.263643,0.188259,5.122787,263.15,1.31375097835478
5893,1900.71194,1032.80191,13.74,8.07,16.093,8.41,6.138,0.143543,0.275475,0.037398,3.630097,0.105108,1.307,-1.6317,-1.1002,2.3625,-0.230089,-6.261032,-0.06498,-1.768188,0.165109,4.492845,302.132,288.383,0.03732,0.01846,0.01311,0.01305,0.06106,0.07222,0.10034,0.0459,0.04185,0.14985,5.46875548,0.53124452,30.112,11.274,32.4719,64.9925,8.51410478,-0.51410478,20.067,5.34,159.3665,187.8736,6.04698053,-0.04698053,28.34,10.611,116.1431,68.226,6.10212838,-0.10212838,29.703,11.121,118.6095,54.4663,7.44727221,-0.44727221,24.832,7.29,28.4048,268.8626,0.54353,-0.52402,0.06499,-0.30089,-0.49797,1534.80337,826.62505,8.622,5.511,10.499,9.474,6.713,0.107044,0.311521,0.018391,3.210055,0.132497,1.8655,-0.9668,-1.9841,2.8898,-0.2027,-5.515742,-0.01005,-0.273475,0.19265,5.242267,298.15,0.502005101941195
5894,2152.68103,1145.22636,11.709,7.055,14.109,9.142,8.686,0.12462,0.334465,0.023216,2.989847,0.094407,0,-1.8276,0.0001,1.8276,-0.240791,-6.552249,-0.006534,-0.177812,0.234256,6.374437,337.45,329.128,0.02444,0.00993,0.00665,0.00783,0.02675,0.04401,0.04934,0.02675,0.02515,0.07143,5.46044117,0.53955883,30.057,11.254,31.6414,68.5027,8.48263875,-0.48263875,20.061,5.339,159.8611,191.9365,6.05527034,-0.05527034,28.305,10.598,114.5066,62.6105,6.13220382,-0.13220382,29.735,11.133,118.8242,47.2478,7.43097377,-0.43097377,24.866,7.299,27.4853,249.5644,0.60895,-0.54685,0.26728,-0.08443,-0.52157,1534.80337,826.62505,8.622,5.511,10.499,9.474,6.713,0.107044,0.311521,0.018391,3.210055,0.132497,1.8655,-0.9668,-1.9841,2.8898,-0.2027,-5.515742,-0.01005,-0.273475,0.19265,5.242267,298.15,0.589291712598015
5895,3243.97529,1584.19141,13.579,7.99,15.597,11.101,8.664,0.117924,0.306805,0.022663,3.259402,0.113433,1.8331,0.1501,0.9391,2.0651,-0.221764,-6.034504,-0.012581,-0.342355,0.209183,5.692149,481.966,484.982,0.01045,0.00893,0.00457,0.00331,0.00539,0.0239,0.05302,0.01863,0.00839,0.00162,5.43263931,0.56736069,29.74,11.135,28.6302,75.4293,8.50128945,-0.50128945,20.045,5.334,141.1631,161.6188,5.97203708,0.02796292,29.464,11.031,104.4292,62.5756,6.10296313,-0.10296313,29.778,11.149,114.1726,45.797,7.44479972,-0.44479972,24.191,7.101,32.6826,224.9622,0.60225,-0.53805,-0.11335,-0.11675,-0.51414,1534.80337,826.62505,8.622,5.511,10.499,9.474,6.713,0.107044,0.311521,0.018391,3.210055,0.132497,1.8655,-0.9668,-1.9841,2.8898,-0.2027,-5.515742,-0.01005,-0.273475,0.19265,5.242267,298.15,0.784988784922565
5896,3368.78366,1661.78123,15.432,8.916,17.793,11.506,8.381,0.123739,0.278431,0.027496,3.591556,0.124127,2.7532,8.2968,-3.7395,9.5079,-0.21107,-5.743494,-0.032943,-0.896433,0.178126,4.847061,505.862,507.271,0.01789,0.00412,0.00407,0.00682,0.03322,0.07839,0.06318,0.03249,0.0485,0.29071,5.4337201,0.5662799,30.375,11.373,34.7083,72.9022,8.56280571,-0.56280571,19.934,5.305,148.4118,141.6298,5.97422557,0.02577443,29.55,11.064,106.3739,60.8161,6.0876813,-0.0876813,29.943,11.211,114.2648,47.5038,7.48311252,-0.48311252,24.805,7.282,49.1275,219.2669,0.60548,-0.54079,-0.11945,-0.10605,-0.52607,1534.80337,826.62505,8.622,5.511,10.499,9.474,6.713,0.107044,0.311521,0.018391,3.210055,0.132497,1.8655,-0.9668,-1.9841,2.8898,-0.2027,-5.515742,-0.01005,-0.273475,0.19265,5.242267,298.15,1.30180660131645
5897,5276.57343,2287.39057,15.896,9.148,17.372,15.641,9.911,0.137093,0.259204,0.036254,3.857959,0.10958,3.3742,-2.1951,7.1349,8.1921,-0.225617,-6.139354,-0.05539,-1.507231,0.170227,4.632123,708.623,799.937,0.03679,0.01156,0.00103,0.00568,0.056,0.01205,0.01462,0.00715,0.01326,0.03582,5.46384362,0.53615638,30.802,11.533,39.9918,77.8146,7.62677492,-0.62677492,23.872,7.008,77.0716,74.3423,6.13927073,-0.13927073,30.272,11.334,120.8022,31.5527,6.07146154,-0.07146154,29.952,11.214,117.837,44.2942,7.44019748,-0.44019748,24.424,7.17,-26.1681,320.7554,0.54635,-0.55014,-0.12007,-0.11142,-0.48062,1534.80337,826.62505,8.622,5.511,10.499,9.474,6.713,0.107044,0.311521,0.018391,3.210055,0.132497,1.8655,-0.9668,-1.9841,2.8898,-0.2027,-5.515742,-0.01005,-0.273475,0.19265,5.242267,298.15,0.821348518166286
5898,4153.01821,1928.01012,14.524,8.462,16.869,12.827,11.661,0.105289,0.275444,0.020124,3.630508,0.139198,-3.1252,-1.2501,0.2435,3.3747,-0.195995,-5.333293,-0.015349,-0.417668,0.180646,4.915625,604.867,585.696,0.02647,0.03497,0.00593,0.00485,0.005,0.03736,0.24802,0.03506,0.04026,0.19732,5.542466,0.457534,30.51,11.423,43.1625,85.6778,7.47598459,-0.47598459,24.797,7.279,13.8661,279.3294,6.01238819,-0.01238819,30.098,11.269,119.9306,41.5751,6.15081913,-0.15081913,29.256,10.954,134.6421,42.8645,7.56458087,-0.56458087,23.497,6.898,130.1535,105.7351,0.40647,-0.482,-0.08114,-0.25946,-0.44637,2810.32483,1499.13068,19.258,10.829,21.452,8.314,6.924,0.120277,0.284931,0.025386,3.509622,0.123728,0.4397,1.6261,1.1065,2.0154,-0.21147,-5.754403,-0.037775,-1.027899,0.173696,4.726504,303.15,1.71317501426736
5899,4153.01821,1928.01012,14.524,8.462,16.869,12.827,11.661,0.105289,0.275444,0.020124,3.630508,0.139198,-3.1252,-1.2501,0.2435,3.3747,-0.195995,-5.333293,-0.015349,-0.417668,0.180646,4.915625,604.867,585.696,0.02647,0.03497,0.00593,0.00485,0.005,0.03736,0.24802,0.03506,0.04026,0.19732,5.542466,0.457534,30.51,11.423,43.1625,85.6778,7.47598459,-0.47598459,24.797,7.279,13.8661,279.3294,6.01238819,-0.01238819,30.098,11.269,119.9306,41.5751,6.15081913,-0.15081913,29.256,10.954,134.6421,42.8645,7.56458087,-0.56458087,23.497,6.898,130.1535,105.7351,0.40647,-0.482,-0.08114,-0.25946,-0.44637,1752.3496,951.19451,11.173,6.787,13.254,8.491,7.293,0.126996,0.303435,0.026576,3.295598,0.114496,1.1009,-1.0638,-1.3756,2.0581,-0.220702,-6.005617,-0.033423,-0.909488,0.187279,5.096129,303.15,1.71317501426736
5900,4153.01821,1928.01012,14.524,8.462,16.869,12.827,11.661,0.105289,0.275444,0.020124,3.630508,0.139198,-3.1252,-1.2501,0.2435,3.3747,-0.195995,-5.333293,-0.015349,-0.417668,0.180646,4.915625,604.867,585.696,0.02647,0.03497,0.00593,0.00485,0.005,0.03736,0.24802,0.03506,0.04026,0.19732,5.542466,0.457534,30.51,11.423,43.1625,85.6778,7.47598459,-0.47598459,24.797,7.279,13.8661,279.3294,6.01238819,-0.01238819,30.098,11.269,119.9306,41.5751,6.15081913,-0.15081913,29.256,10.954,134.6421,42.8645,7.56458087,-0.56458087,23.497,6.898,130.1535,105.7351,0.40647,-0.482,-0.08114,-0.25946,-0.44637,1693.34586,915.30744,10.882,6.641,13.072,8.279,7.196,0.133471,0.305541,0.029152,3.272885,0.106985,2.0111,0.3731,-2.4781,3.2132,-0.228212,-6.209968,-0.042208,-1.148536,0.186004,5.061431,303.15,1.60613064294901
5901,4153.01821,1928.01012,14.524,8.462,16.869,12.827,11.661,0.105289,0.275444,0.020124,3.630508,0.139198,-3.1252,-1.2501,0.2435,3.3747,-0.195995,-5.333293,-0.015349,-0.417668,0.180646,4.915625,604.867,585.696,0.02647,0.03497,0.00593,0.00485,0.005,0.03736,0.24802,0.03506,0.04026,0.19732,5.542466,0.457534,30.51,11.423,43.1625,85.6778,7.47598459,-0.47598459,24.797,7.279,13.8661,279.3294,6.01238819,-0.01238819,30.098,11.269,119.9306,41.5751,6.15081913,-0.15081913,29.256,10.954,134.6421,42.8645,7.56458087,-0.56458087,23.497,6.898,130.1535,105.7351,0.40647,-0.482,-0.08114,-0.25946,-0.44637,1615.52065,880.78993,10.743,6.571,13.092,8.229,6.5,0.104801,0.329281,0.016678,3.036917,0.127752,0.9174,0.3812,0.9421,1.3691,-0.207446,-5.644897,0.002257,0.061408,0.209703,5.706306,303.15,1.77377013547544
5902,4153.01821,1928.01012,14.524,8.462,16.869,12.827,11.661,0.105289,0.275444,0.020124,3.630508,0.139198,-3.1252,-1.2501,0.2435,3.3747,-0.195995,-5.333293,-0.015349,-0.417668,0.180646,4.915625,604.867,585.696,0.02647,0.03497,0.00593,0.00485,0.005,0.03736,0.24802,0.03506,0.04026,0.19732,5.542466,0.457534,30.51,11.423,43.1625,85.6778,7.47598459,-0.47598459,24.797,7.279,13.8661,279.3294,6.01238819,-0.01238819,30.098,11.269,119.9306,41.5751,6.15081913,-0.15081913,29.256,10.954,134.6421,42.8645,7.56458087,-0.56458087,23.497,6.898,130.1535,105.7351,0.40647,-0.482,-0.08114,-0.25946,-0.44637,1963.76738,1039.35048,12.353,7.377,14.645,8.705,6.825,0.116702,0.286555,0.023764,3.489732,0.128503,-0.2,0.283,-0.0407,0.3489,-0.206694,-5.624439,-0.027655,-0.752532,0.179039,4.871907,303.15,1.65756234023283
5903,4153.01821,1928.01012,14.524,8.462,16.869,12.827,11.661,0.105289,0.275444,0.020124,3.630508,0.139198,-3.1252,-1.2501,0.2435,3.3747,-0.195995,-5.333293,-0.015349,-0.417668,0.180646,4.915625,604.867,585.696,0.02647,0.03497,0.00593,0.00485,0.005,0.03736,0.24802,0.03506,0.04026,0.19732,5.542466,0.457534,30.51,11.423,43.1625,85.6778,7.47598459,-0.47598459,24.797,7.279,13.8661,279.3294,6.01238819,-0.01238819,30.098,11.269,119.9306,41.5751,6.15081913,-0.15081913,29.256,10.954,134.6421,42.8645,7.56458087,-0.56458087,23.497,6.898,130.1535,105.7351,0.40647,-0.482,-0.08114,-0.25946,-0.44637,1965.66843,1042.36174,10.615,6.507,12.574,9.582,7.365,0.12173,0.299892,0.024706,3.334534,0.11988,0.1411,0.073,-0.1532,0.2207,-0.215317,-5.859069,-0.027308,-0.743093,0.188009,5.115976,303.15,1.65756234023283
5904,4153.01821,1928.01012,14.524,8.462,16.869,12.827,11.661,0.105289,0.275444,0.020124,3.630508,0.139198,-3.1252,-1.2501,0.2435,3.3747,-0.195995,-5.333293,-0.015349,-0.417668,0.180646,4.915625,604.867,585.696,0.02647,0.03497,0.00593,0.00485,0.005,0.03736,0.24802,0.03506,0.04026,0.19732,5.542466,0.457534,30.51,11.423,43.1625,85.6778,7.47598459,-0.47598459,24.797,7.279,13.8661,279.3294,6.01238819,-0.01238819,30.098,11.269,119.9306,41.5751,6.15081913,-0.15081913,29.256,10.954,134.6421,42.8645,7.56458087,-0.56458087,23.497,6.898,130.1535,105.7351,0.40647,-0.482,-0.08114,-0.25946,-0.44637,1614.8407,878.83453,10.799,6.599,12.916,8.585,6.959,0.100785,0.324607,0.015646,3.080649,0.134828,-0.3569,1.5466,0.3309,1.6214,-0.20037,-5.452333,0.003566,0.097048,0.203936,5.549381,303.15,1.65756234023283
5905,4153.01821,1928.01012,14.524,8.462,16.869,12.827,11.661,0.105289,0.275444,0.020124,3.630508,0.139198,-3.1252,-1.2501,0.2435,3.3747,-0.195995,-5.333293,-0.015349,-0.417668,0.180646,4.915625,604.867,585.696,0.02647,0.03497,0.00593,0.00485,0.005,0.03736,0.24802,0.03506,0.04026,0.19732,5.542466,0.457534,30.51,11.423,43.1625,85.6778,7.47598459,-0.47598459,24.797,7.279,13.8661,279.3294,6.01238819,-0.01238819,30.098,11.269,119.9306,41.5751,6.15081913,-0.15081913,29.256,10.954,134.6421,42.8645,7.56458087,-0.56458087,23.497,6.898,130.1535,105.7351,0.40647,-0.482,-0.08114,-0.25946,-0.44637,1751.83746,950.22296,11.345,6.873,13.705,8.521,7.141,0.124585,0.303898,0.025537,3.290581,0.117868,-0.3705,-1.1502,-1.1701,1.6821,-0.21733,-5.913862,-0.035081,-0.954604,0.182249,4.959258,303.15,1.51344711794889
5906,4153.01821,1928.01012,14.524,8.462,16.869,12.827,11.661,0.105289,0.275444,0.020124,3.630508,0.139198,-3.1252,-1.2501,0.2435,3.3747,-0.195995,-5.333293,-0.015349,-0.417668,0.180646,4.915625,604.867,585.696,0.02647,0.03497,0.00593,0.00485,0.005,0.03736,0.24802,0.03506,0.04026,0.19732,5.542466,0.457534,30.51,11.423,43.1625,85.6778,7.47598459,-0.47598459,24.797,7.279,13.8661,279.3294,6.01238819,-0.01238819,30.098,11.269,119.9306,41.5751,6.15081913,-0.15081913,29.256,10.954,134.6421,42.8645,7.56458087,-0.56458087,23.497,6.898,130.1535,105.7351,0.40647,-0.482,-0.08114,-0.25946,-0.44637,1872.46255,997.78278,12.594,7.497,14.875,9.019,6.576,0.130052,0.313278,0.026994,3.192049,0.105902,0.185,1.5514,-1.4763,2.1495,-0.229296,-6.239457,-0.035465,-0.965053,0.193831,5.274404,303.15,1.71317501426736
5907,4153.01821,1928.01012,14.524,8.462,16.869,12.827,11.661,0.105289,0.275444,0.020124,3.630508,0.139198,-3.1252,-1.2501,0.2435,3.3747,-0.195995,-5.333293,-0.015349,-0.417668,0.180646,4.915625,604.867,585.696,0.02647,0.03497,0.00593,0.00485,0.005,0.03736,0.24802,0.03506,0.04026,0.19732,5.542466,0.457534,30.51,11.423,43.1625,85.6778,7.47598459,-0.47598459,24.797,7.279,13.8661,279.3294,6.01238819,-0.01238819,30.098,11.269,119.9306,41.5751,6.15081913,-0.15081913,29.256,10.954,134.6421,42.8645,7.56458087,-0.56458087,23.497,6.898,130.1535,105.7351,0.40647,-0.482,-0.08114,-0.25946,-0.44637,2137.24747,1117.18946,11.595,6.998,13.471,9.897,6.823,0.123269,0.325598,0.023334,3.071272,0.104661,2.2827,-3.9041,-0.0274,4.5226,-0.230537,-6.273224,-0.015241,-0.414734,0.215296,5.858491,303.15,1.91450290296061
5908,4153.01821,1928.01012,14.524,8.462,16.869,12.827,11.661,0.105289,0.275444,0.020124,3.630508,0.139198,-3.1252,-1.2501,0.2435,3.3747,-0.195995,-5.333293,-0.015349,-0.417668,0.180646,4.915625,604.867,585.696,0.02647,0.03497,0.00593,0.00485,0.005,0.03736,0.24802,0.03506,0.04026,0.19732,5.542466,0.457534,30.51,11.423,43.1625,85.6778,7.47598459,-0.47598459,24.797,7.279,13.8661,279.3294,6.01238819,-0.01238819,30.098,11.269,119.9306,41.5751,6.15081913,-0.15081913,29.256,10.954,134.6421,42.8645,7.56458087,-0.56458087,23.497,6.898,130.1535,105.7351,0.40647,-0.482,-0.08114,-0.25946,-0.44637,1880.8578,1019.23173,12.557,7.478,14.856,9.397,6.978,0.123617,0.296263,0.02579,3.375375,0.120875,-1.2141,0.595,-1.8697,2.3074,-0.214324,-5.832047,-0.033121,-0.901256,0.181203,4.930791,303.15,1.5582568838334
5909,4153.01821,1928.01012,14.524,8.462,16.869,12.827,11.661,0.105289,0.275444,0.020124,3.630508,0.139198,-3.1252,-1.2501,0.2435,3.3747,-0.195995,-5.333293,-0.015349,-0.417668,0.180646,4.915625,604.867,585.696,0.02647,0.03497,0.00593,0.00485,0.005,0.03736,0.24802,0.03506,0.04026,0.19732,5.542466,0.457534,30.51,11.423,43.1625,85.6778,7.47598459,-0.47598459,24.797,7.279,13.8661,279.3294,6.01238819,-0.01238819,30.098,11.269,119.9306,41.5751,6.15081913,-0.15081913,29.256,10.954,134.6421,42.8645,7.56458087,-0.56458087,23.497,6.898,130.1535,105.7351,0.40647,-0.482,-0.08114,-0.25946,-0.44637,1780.11698,971.10314,11.229,6.95,13.76,8.956,6.729,0.12821,0.30596,0.026863,3.2684,0.113333,-0.3353,0.33,-1.5382,1.6085,-0.221863,-6.037212,-0.034576,-0.940867,0.187287,5.096344,303.15,1.32363800499441
5910,4153.01821,1928.01012,14.524,8.462,16.869,12.827,11.661,0.105289,0.275444,0.020124,3.630508,0.139198,-3.1252,-1.2501,0.2435,3.3747,-0.195995,-5.333293,-0.015349,-0.417668,0.180646,4.915625,604.867,585.696,0.02647,0.03497,0.00593,0.00485,0.005,0.03736,0.24802,0.03506,0.04026,0.19732,5.542466,0.457534,30.51,11.423,43.1625,85.6778,7.47598459,-0.47598459,24.797,7.279,13.8661,279.3294,6.01238819,-0.01238819,30.098,11.269,119.9306,41.5751,6.15081913,-0.15081913,29.256,10.954,134.6421,42.8645,7.56458087,-0.56458087,23.497,6.898,130.1535,105.7351,0.40647,-0.482,-0.08114,-0.25946,-0.44637,1876.71905,1018.69577,10.714,6.992,13.825,10.062,6.566,0.125811,0.314508,0.025164,3.179569,0.107013,-2.755,-0.2731,-0.5017,2.8136,-0.228185,-6.209225,-0.023484,-0.63902,0.204701,5.570206,303.15,1.39376518610524
5911,4153.01821,1928.01012,14.524,8.462,16.869,12.827,11.661,0.105289,0.275444,0.020124,3.630508,0.139198,-3.1252,-1.2501,0.2435,3.3747,-0.195995,-5.333293,-0.015349,-0.417668,0.180646,4.915625,604.867,585.696,0.02647,0.03497,0.00593,0.00485,0.005,0.03736,0.24802,0.03506,0.04026,0.19732,5.542466,0.457534,30.51,11.423,43.1625,85.6778,7.47598459,-0.47598459,24.797,7.279,13.8661,279.3294,6.01238819,-0.01238819,30.098,11.269,119.9306,41.5751,6.15081913,-0.15081913,29.256,10.954,134.6421,42.8645,7.56458087,-0.56458087,23.497,6.898,130.1535,105.7351,0.40647,-0.482,-0.08114,-0.25946,-0.44637,1964.53219,1070.79273,12.511,7.591,15.088,9.224,6.358,0.131264,0.321287,0.026814,3.112482,0.101331,1.7145,5.3648,-1.7077,5.8854,-0.233866,-6.363823,-0.027398,-0.745537,0.206468,5.618286,303.15,1.39376518610524
5912,4153.01821,1928.01012,14.524,8.462,16.869,12.827,11.661,0.105289,0.275444,0.020124,3.630508,0.139198,-3.1252,-1.2501,0.2435,3.3747,-0.195995,-5.333293,-0.015349,-0.417668,0.180646,4.915625,604.867,585.696,0.02647,0.03497,0.00593,0.00485,0.005,0.03736,0.24802,0.03506,0.04026,0.19732,5.542466,0.457534,30.51,11.423,43.1625,85.6778,7.47598459,-0.47598459,24.797,7.279,13.8661,279.3294,6.01238819,-0.01238819,30.098,11.269,119.9306,41.5751,6.15081913,-0.15081913,29.256,10.954,134.6421,42.8645,7.56458087,-0.56458087,23.497,6.898,130.1535,105.7351,0.40647,-0.482,-0.08114,-0.25946,-0.44637,2088.75289,1112.49854,13.66,8.03,15.694,8.822,6.423,0.126727,0.286509,0.028027,3.490291,0.124216,-0.8763,4.4674,-0.4334,4.5731,-0.21098,-5.74107,-0.038588,-1.050037,0.172392,4.691033,303.15,1.39376518610524
